,question,business,answer,similarity,execution_time_in_sec,human_rating
147,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,"Also, they have brunch available on saturdays and sundays!",0.7518064846218462,2.84572982788086,
148,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,Signage out front claims this offering is available daily until 2 pm.,0.7507280754326495,2.84572982788086,
149,Are bottomless mimosas only available until 2p? even on weekdays that brunch ends at 4p?,HEXX kitchen + bar,Seems as if you only get good service when you order a bottomless drink at brunch.,0.7486305920929283,2.84572982788086,
150,Are brunch items the same as dinner?,Bacchanal Buffet,Try to come for weekend brunch around 2:20pm so you can catch brunch menu items as well as dinner (best of both!),0.8309911982193159,4.274278163909912,
151,Are brunch items the same as dinner?,Bacchanal Buffet,Came for brunch at 2:45 so that we can get some of the dinner items.,0.8124776085780666,4.274278163909912,
152,Are brunch items the same as dinner?,Bacchanal Buffet,There was no lunch but only brunch and dinner and on top of that  Easter holiday priced brunch and dinner.,0.8010355233789727,4.274278163909912,
153,Are brunch items the same as dinner?,Bacchanal Buffet,They serve pretty much the same items for lunch and dinner.,0.7990138585193324,4.274278163909912,
154,Are brunch items the same as dinner?,Bacchanal Buffet,"Just FYI, lunch and dinner have the same menu.",0.7964908018958289,4.274278163909912,
155,Are crab legs on available Fri-Sun?,Studio B Buffet,I mean crab legs are crab legs.,0.8085517755259835,3.4192094802856445,
156,Are crab legs on available Fri-Sun?,Studio B Buffet,The crab legs are pre-cut!,0.8067992244115464,3.4192094802856445,
157,Are crab legs on available Fri-Sun?,Studio B Buffet,The crab legs and shrimps are good.,0.7688567838758675,3.4192094802856445,
158,Are crab legs on available Fri-Sun?,Studio B Buffet,"If there are crab legs, those are next.",0.7685525318106394,3.4192094802856445,
159,Are crab legs on available Fri-Sun?,Studio B Buffet,King crab legs are amazing.,0.7570955593659369,3.4192094802856445,
160,Are crab legs served during brunch?,Wicked Spoon,Also there's no crab legs or shrimp cocktails during brunch.,0.8076231310982417,3.6110451221466064,5.0
161,Are crab legs served during brunch?,Wicked Spoon,Only the crab legs were for dinner.,0.8051114986370124,3.6110451221466064,4.0
162,Are crab legs served during brunch?,Wicked Spoon,"There are no crab legs @ brunch and at dinner they are just snow crab, not king crab legs.",0.8013251927805579,3.6110451221466064,5.0
163,Are crab legs served during brunch?,Wicked Spoon,Only cold crab legs are served at the Bacchanal.,0.7936341024252208,3.6110451221466064,3.0
164,Are crab legs served during brunch?,Wicked Spoon,"On this occasion, I came for brunch ($45 including bottomless drinks) and was hoping to find myself faced with great brunch assortments including cocktail shrimp, maybe some crab cakes or crab legs and prime rib and lamb roast, etc.",0.7812005292680446,3.6110451221466064,3.0
165,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,Hot crab legs are served at the italian section during dinner time.,0.8091634649019748,4.312427520751953,5.0
166,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,This was for Sunday brunch early morning.,0.8029519219997064,4.312427520751953,4.0
167,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,I came for brunch Friday morning around 1000.,0.7914306781935009,4.312427520751953,2.0
168,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,"I came for lunch on a Thursday around 1PM, which was technically brunch (only brunch is served on weekdays before dinner).",0.7883546581847567,4.312427520751953,1.0
169,Are crab legs served during early morning brunch on Saturday and Sunday?,Bacchanal Buffet,"Ate here on Saturday for ""brunch"".",0.7879485035758488,4.312427520751953,1.0
170,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,Went to the Wicked Spoon for the breakfast buffet early on a Sunday morning.,0.8187492563165321,3.6432209014892583,
171,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,I ended up at the Wicked Spoon on Friday night for dinner and Sunday for brunch.,0.8088506753366993,3.6432209014892583,
172,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,We went for brunch on Saturday morning.,0.8066321458423766,3.6432209014892583,
173,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,I came here on Tuesday and Thursday during brunch.,0.7969998435410499,3.6432209014892583,
174,Are crab legs served during early morning brunch on Saturday and Sunday?,Wicked Spoon,I came here on a Sunday afternoon during lunch.,0.7889738049460215,3.6432209014892583,
175,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,And we would've missed out on the crab legs had we completely not been able to move at all for two hours and waited for them to bring it out.,0.8441805806114421,3.597383975982666,
176,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,"Seriously, these are only snow crab legs, I could only imagine IF they had alaskan king or lobster, they'd be served by an armed guard.",0.8426709357601871,3.597383975982666,
177,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,I liked how the crab legs were already cut for you.,0.8416688930888429,3.597383975982666,
178,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,"Gone are the pre-peeled crab claws, and the macaroni and cheese bars hasn't been open on a few occasions I've been there as well.",0.8375386368313879,3.597383975982666,
179,"Are crab legs served here or has it been canceled, if so what days?",Wicked Spoon,"Someone had stated that there were no more crab legs, they do have crab legs-not hot, but chilled (I don't like them chilled).",0.8375178766890241,3.597383975982666,
180,Are dogs allowed on Fremont street?,Fremont Street Experience,Fremont street is a must see.,0.7367195804128223,1.1944615840911863,
181,Are dogs allowed on Fremont street?,Fremont Street Experience,"After walking through Fremont Street, you should head to the downtown area bars which are, unlike Fremont, really cool.",0.7325814515581494,1.1944615840911863,
182,Are dogs allowed on Fremont street?,Fremont Street Experience,The lights on Freemont street were simply awesome.,0.7026908917390071,1.1944615840911863,
183,Are dogs allowed on Fremont street?,Fremont Street Experience,We were at Freemont Street on Halloween and let's just say lots of freaks out.,0.6960899404677625,1.1944615840911863,
184,Are dogs allowed on Fremont street?,Fremont Street Experience,"Stay within the Fremont Street Experience do not Venture off on the side streets,,,

Be prepared to have some fun down here!",0.6907710395822609,1.1944615840911863,
185,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,Was nice that we ran into other dog owners who brought their dogs.,0.6504103664876913,1.625762701034546,
186,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,No outside drinks are allowed.,0.6343341165288137,1.625762701034546,
187,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,"PETSTAY rooms are regular rooms that allow dogs (2 dogs maximum, under 50 pounds).",0.6235780141921051,1.625762701034546,
188,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,"After being placed on a dog floor  (people with dogs can stay here), of which I never was told there were dogs in every room on the 7th level BUT ours.",0.5953420412067175,1.625762701034546,
189,Are dogs allowed?,Bally's Las Vegas Hotel & Casino,Heck our dogs didn't even want to use this place.,0.5931839909323863,1.625762701034546,
190,Are dogs allowed?,Four Peaks Brewing,Are you a sissy or not?,0.6607418678649921,1.4114491939544678,
191,Are dogs allowed?,Four Peaks Brewing,NOT a dog friendly patio- we get there and dogs need to be on the outside of the fence?,0.630099494605513,1.4114491939544678,
192,Are dogs allowed?,Four Peaks Brewing,Now if only they allowed me to bring my dog...,0.5832524404564525,1.4114491939544678,
193,Are dogs allowed?,Four Peaks Brewing,I just wish they would allow you to bring dogs on the patio!,0.5810775073274771,1.4114491939544678,
194,Are dogs allowed?,Four Peaks Brewing,You're most likely not going for the food.,0.569302295869047,1.4114491939544678,
195,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,There's a lounge where you can just sit and have a drink by the fire (the drinks were awesome!),0.8592272798003698,1.7448782920837402,
196,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,Kind of weird that if you are in the restaurant side you have to ask for a cocktail waitress to take your drink order...took a long time to get our drinks.,0.8554933566619873,1.7448782920837402,
197,Are drinks only served in the lounge? Can I have a drink with my food?,The Peppermill Restaurant & Fireside Lounge,I like the lounge to have a quiet drink in but the food is really bad.,0.8551238233000671,1.7448782920837402,
